reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2b5d953a-5ee1-4d32-8793-22104fc078c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Event nya banyak+gratisan aku suka, Menurutku yang perlu diperbaiki itu isu koneksi sama matchmaching itu gak adil karena apa? karena musuhnya gak ngotak. Plis lah moonton kasih musuh yang seimbang. Karena ini aku main jadi sering kalahnya, Gak di classic, rank, brawl. semua sama aja plis.",2,182,1.9.48.10373,2025-03-13 10:02:21,,,1.9.48.10373
ddd54cc4-93fb-446c-89fc-b915c726872a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Anehhh, tolong perbaiki, wifi lancar, data ada, tapi pass masuk ke dalam pertandingan jaringan lansung jelek, menghubungkan pertandingan terus, pass di keluarin dari game login ulang, menghubungkan kembali terus sampai pertandingan gak masuk-masuk game, tolong perbaiki",1,485,1.9.48.10373,2025-03-03 02:56:19,,,1.9.48.10373
ab6233ab-a362-43df-b8e5-8b3dc6c2ab44,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Pr tambahan moonton memperbaiki bug pada dialpadnya, gw selalu ngalamin. Tadi main mau mencet vengeance malah hero gw jalan sendiri ke depan lawan meski dialpad udah diarahin ke belakang. Jadinya gw mati. Notice ini moonton, bahkan bug meresahkan dialpad ini dialamin org² lain juga yang sudah memperlihatkannya di tiktok. Main udah bagus tapi malah mati percuma karena dialpad ngak bisa dikendalikan.",1,344,1.9.48.10373,2025-03-07 21:08:32,,,1.9.48.10373
6c7223ca-2429-4a3a-93e7-bfa83742e6b1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"woi min benerin lah koneksi jaringan, gua udah pake wifi + data tetep lag, padahal pas di game sinyal nya di bawah 8 ms, tapi suka teleport' sendiri, apalagi kalo pas pake hyper gua aja terus yg kena, tolong lah padahal game udh bagus tapi koneksi jaringannya butut",1,27,1.9.48.10373,2025-03-16 14:46:06,,,1.9.48.10373
329b453c-c305-469a-9b32-edde0df35fb1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Banyak yang make dan bintang 5 Banyak button yang di buat, gak di buat simpel kah? Harusnya emblem nya tetap dengan heronya,, gk harus milih ini itu,,, dan build nya banyak yang sama fungsinya,, kalo bisa satu build satu fungsi, pusing counter nya",5,631,1.9.48.10373,2025-03-15 11:00:03,,,1.9.48.10373
4d1fa860-ebe9-419a-bd48-88d7a21d7a43,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jgn senang dlu di kasih bintang 5 moonton!! masih banyak lagi yang perlu diperbaiki, salah satunya isu koneksi dan isu matchmaking yg jadi masalah utama mayoritas player, untuk mode permainan seperti arcade, brawl, classic, creation camp dll udh seru, banyak hero yg unik dan beragam, skin yg bagus + keren2, tapi ya itulah dari dlu aku main ml masalah yg selalu ku dpt isu koneksi ato ga matchmaking yang buruk dan ga adil, tolonglah beri kami keringanan untuk menaikkan peringkat di rank.",5,8655,1.9.48.10373,2025-03-03 17:58:37,,,1.9.48.10373
94be1867-6985-4c39-b97c-e51d0afabd51,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Terlalu banyak bug, di sistem dan lag tiba-tiba di saat pertandingan sudah berlangsung lama dan seperti sudah ada pengaturan sistem nya untuk season ini, Untuk season ini saya tidak lah puas dengan montoon. Saya harap dapat di perbaiki lagi untuk sistem nya. Kalo tidak mungkin akan kehilangan pengemar/pemain mobile legend.terimakasih",1,314,1.9.48.10373,2025-03-04 17:05:48,,,1.9.48.10373
7e74e80d-164c-4695-b0ce-5cb674352e98,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sebelumnya asik tapi belakangan game ini suka nge bug tiba"" sudah opening pertandingan keluar sendiri kadang tombol navigasi kita select malah nge-map area sendiri saat nyerang mengganggu betul kadang geraknya melambat mohon di perbaiki control systemnya",4,11,1.9.48.10373,2025-03-16 11:36:22,,,1.9.48.10373
04e87d73-0905-4f87-b7ab-a53614434d45,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dasar game sampah saya sebagai Player solo sangat stress di karenakan musuh/lawan yang tidak sepadan saya juga sering mendapatkan tim yang gameplay nya seperti anak-anak yang baru belajar main mobile legend, menyebabkan saya lose 7x berturut-turut, emang saya bukan siapa siapa sapi saya ingin menegaskan beri musuh yang sepadan karna saya takut game ini akan sepi dikarenakan pemainnya stress di karenakan tim yang di berikan tidak sesuai dengan tim musuh, dan saya akan pensi untuk beberapa bulan.",1,22,1.9.48.10373,2025-03-16 08:15:58,,,1.9.48.10373
b514cdd5-4182-44bd-89ba-77b7b1d57d39,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game jelek plicc, device udah bagus tapi masih aja suka nge lag dan ngebug, saran kalo lagi matchmaking kasih lawan yang sepadan, sesuai rank dan skin, game nya bukan jelek banget, tapi masih bisa di perbaiki,jadi yaa.. Masih belum bisa aku rating 5 bintang tolong ikuti saran agar game makin mudah dan saya bisa menaikan bintang nya kembali",1,93,1.9.48.10373,2025-03-10 09:09:39,,,1.9.48.10373
1198552e-d237-4248-81f9-17e3eb15eab4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"force close waktu draft pick, suka keluar sendiri dari match, atau restart apk ulang. Ada bug yang sering banget di mana huruf suka ilang di menu, sama waktu draft pick, atau jadi gak jelas acak acak. Semua ini bug dan kesalahan fatal yang bisa bikin afk. Saran ku perkecil dan ringan kan menu utama. Atau adakan opsinya supaya yang hp nya kentang bisa terhindar dari masalah tersebut. Jadi bukan hanya pada saat match doang, menu penting untuk terus di optimisasi",1,1100,1.9.48.10373,2025-03-11 12:28:43,,,1.9.48.10373
28715411-7e87-4f07-a6d4-fc9847f4090c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aneh, baru masuk ga bisa gerak sama sekali, ditungguin 5 menitan + ganti jaringan pun sama aja, gaada perubahan. pas relog ternyata dimainin sm bot aka afk, padahal jaringan udah bagus, sampai ganti jaringanpun tetep aja gabisa gerak sm sekali. alhasil malah di report. banyak juga itu player yang make rw :) malesin banget player kayak gitu",1,79,1.9.48.10373,2025-03-13 14:07:08,,,1.9.48.10373
a8020904-eb42-439c-9c54-8e394382819e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"matching kayak sampah,frame drop saat war, experience mainnya gak menyenangkan bahkan tidak cocok untuk solo player,role pemain enggak jelas waktu matchmaking,sistem proteksi bitangnya juga ampas,match selalu berat sebelah,banyak RW,player yang afk di match tidak diban,sistem pengaduan setelah match juga enggak berguna, hukumannya juga kurang keras untuk player yang melanggar rule",1,57,1.9.48.10373,2025-03-14 04:31:27,,,1.9.48.10373
129b0790-1e7b-42b0-a528-3bb925f9aada,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Sistem match nya macam apalah kaya sistem rendah tidak bisa bisa membedakan.. masa setiap main ketemu tim yang trol, bodoh nyoba nyoba Hero, perbaiki lah.. kasi pelnggran berat yang memang ngetrol.. apa SDM tim ML masih ga bisa, membuat sistem yang seperti itu?.. Perbaiki itu match sama jaringan..",1,12,1.9.48.10373,2025-03-16 12:29:50,,,1.9.48.10373
bf90c2af-11b8-4c7d-a447-b7acbcb3d197,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong itu yang sengaja AFK atau tidak mau berkontribusi di brawl jangan kasih point event, banyak player yang sengaja AFK biar cepat selesaikan point event selesaikan pertandingan beberapa kali, player yang mau main jadi terganggu sering itu 4 versus 5 jadinya, kadang diam aja di base nggak mau dan berkontribusi, player seperti itu sebaiknya jangan dihitung sebagai sebuah pertandingan atau akumulasi event.",3,15,1.9.48.10373,2025-03-14 20:56:11,,,1.9.48.10373
7db3e96d-7cb8-4e83-bbb7-c708f1cab31b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dear moonton.untuk keselurhan gamenya udah bagus, cuman yg paling kurang itu ada di sistem macthmakingnya. Karena selalu saja dapet tim yang tidak seimbang,dimulai dari anggota tim yang ngetroll, sengaja afk,dan lain sebagainya.Jangan cuman dibalas dear player kami mencoba membuat suasana game yang seimbang doang, diperbaikin bener-bener lah moonton",1,72,1.9.48.10373,2025-03-13 03:23:26,,,1.9.48.10373
50c2d111-6647-4f21-a6b5-5e0166b14b86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ada Masalah pada unduhan, saat saya masuk ke akun Advanced server, semua sudah dalam keadaan terdownload tapi karena ada update pembaruan otomatis login ulang dan bumm ¼ dari total file hilang entah kemana jadi harus download lagi. Setelah download selesai saya masuk ke server biasa tetapi beberapa file tetap menghilang, jadi saya download lagi file diserver biasa nah pas ke advance server hilang lagi. Kan jadi sia-sia saya download. Padahal penyimpanan masih sisa 59 GB. Buang buang waktu saya.",1,12,1.9.48.10373,2025-03-16 14:23:21,,,1.9.48.10373
386d62df-5339-4c54-84f2-a75c72fdf013,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Fokus revamp/bikin skin/bikin apk magic chess, sampe lupa sama (bug/performa/match making). Sinyal bagus buat streaming juga lancar, lah ini buat buka apk muntun lag ga jelas, mana matchmaking nya super duper mengecewakan, masalah matchmaking perasaan dari dulu ngga kelar² dah, duit maintenance di potong buat nutup bagi² skin gratis ya?. Mantap teruskan biar bisa di uninstal masal",1,106,1.9.48.10373,2025-03-12 20:09:12,"Halo Kak,
Kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB",2025-02-11 03:53:50,1.9.48.10373
8850e3ef-f870-4cc0-a56a-70e1fab01306,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game jahat, katanya kalau spin 10 kali draw di event KOF bakalan dapat skin epic diutamakan yang belum dimiliki. Namun, sebaliknya, saya dapat yang sudah dimiliki!!! 🤬😡🤬😡 Kalau ada event di game ini isinya penipuan, skin nya harganya mahal, dan matchmaking selalu tidak seimbang!!!",1,252,1.9.48.10373,2025-03-09 11:01:15,,,1.9.48.10373
1c811b6d-aa7d-4a70-8394-b3f3a440a010,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gamenya sih sebenarnya seru, tapi selalu aja dapet tim bod*h/gak jelas dan asal main yg bikin losetreak, dan juga gak selalu dapet musuh gampangan, jaringannya aja ngelag saat ngelawan musuh padahal lancar aja pas main youtube. Tolong lah moonton perbaiki masalah ini.",3,149,1.9.48.10373,2025-03-04 00:49:29,,,1.9.48.10373
f684c82f-c59f-4557-b70e-ca25f025d4cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gama nya udh bagus banget tapi yang bikin kesel ini jaringan padahal udh pakai wifi atau data seluler yang berforma bagus tpi masih leg parah Hero tidak bisa gerak giliran udah bisa gerak malah masuk turret dan kadang crash di cepat di perbaiki montoon supaya lebih asik dan gak buat para player kecewa berat dan kasih tim yang seimbang kebanyakan drak sistem musuh bisa jago jago sedangkan tim banyak yang drak sistem buat kecewa game ini,5,235,1.9.48.10373,2025-03-08 05:10:12,,,1.9.48.10373
f8c210bc-57ce-44cd-9d49-1914f989b0b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game dengan matchmaking paling buruk yang pernah ada. Masa saya glory dapatnya tim legend semua. Berkali-kali pula. Makin tahun makin gak masuk akal game ini, pelit skin, dapat bocil Mulu push rank, glory setim dengan legend semua, gak ngotak. Pantesan rantingnya tinggal 3,9.. makannya jangan update skin Mulu, perbaiki dark sistem kalian tuh. Stuck di 3,9 ranting game nya. Memang makin ngawur nih game.",1,65,1.9.48.10373,2025-03-12 07:25:19,,,1.9.48.10373
f43291ba-07f1-47a6-9174-fc70714b52bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong ya di perbaiki lagi game nya soal nyoo jaringan saya pass main kan lancar tiba"" Leg. satu tim leg semua. Selesai permainan itu kami lihat kami satu tim dapet peringkat (AFK) tolong yaa di perbaiki lagi ni game.",1,34,1.9.48.10373,2025-03-14 14:16:07,,,1.9.48.10373
ad885a40-29fd-432f-a045-bf426380caec,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin membaik dari grafis, fitur, event trus juga gratisannya, suka banget si, kembangin lagi ya moonton siapa tau bisa sampe jadi game 3d? btw jaringannya juga sedikit di perbaiki ya, ini gw juga lagi ngejar ganti HP biar makin nyaman mainnya tanpa ada gangguan sinyal ya intinya makasih moonton, semangat juga ngembangin gameplaynya",5,1511,1.9.48.10373,2025-03-09 00:07:00,,,1.9.48.10373
755cdec3-9a9f-4ac2-b234-f4eec2b1daac,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game nya seru tapi pihak moonton g adil selalu di dalam game keseringan ngelek parah padahal jaringan bagus, menghubungkan kembali malah mati, tim juga sering di kasih yang belajar sedang kan lawan yang bisa main bagus,,jadi sering kalahnya dari pada menangnya, tolong diperbaiki lagi jaringan biar lebih asyik mainnya",3,92,1.9.48.10373,2025-03-13 05:44:20,,,1.9.48.10373
045f77c7-9525-4d29-aa17-23b89c6b7956,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gamenya sudah sangat bagus, tapi kami muak dengan dark system, kita udah cape cape bermain dengan rapi, tapi timnya ngetroll ga jelass, rolenya rebutan, dan lain lain, dan juga terkadang mendapatkan tim yang tidak seimbang, kami mohon untuk dark systemnya di kurangi atau bahkan di hilangkan saja.",2,30,1.9.48.10373,2025-03-10 18:48:12,,,1.9.48.10373
6f879709-7455-4d93-98f8-43cfe6c9f7e4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"— minus bintang buat moonton udah itu doang, sama ini buat ubdetan selanjutnya tolong kecilkan kapasitas download nya biar nggak terlalu berat di hp, trus kayak sinyal juga padahal sinyal di sini itu bagus kok di dalam in game leg ya mohon di perbaiki, dan juga dark sistem untuk di kurangi di rank kadang sering dapet temen dark sistem kadang kompak, sama satu lagi kayak event gitu buat kemungkinan dapatnya di perbesar lagi min udah sering top up tapi yang dapet cuma hikmah nya, pdhal gme bgus lo",1,135,1.9.48.10373,2025-03-04 06:32:20,,,1.9.48.10373
802d20f3-1d7a-446e-af44-e35f78d22402,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong perbaiki bug di game. Saya sudah cape-cape main di ranked dan menang malah bintang nya tidak bertambah dan di history pun ga ada di masukin. Sedangkan di replay nya ada. Mohon perbaiki bug tersebut karena sangat merugikan player.,1,50,1.9.48.10373,2025-03-09 23:10:00,,,1.9.48.10373
02c636b8-1077-45e2-9ac7-85b8acb142ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong di perketat lagi keamanan nya ada banyak player yang masih cheating, perbaiki juga jaringan nya.. padahal jaringan aman tapi sering ngelag, kalau brawl kenapa selalu ada yang afk.. kalau begini terus semua player akan terganggu.. tolong pengertian nya, terimakasih",2,129,1.9.48.10373,2025-03-06 15:06:39,,,1.9.48.10373
3dbfc6e9-d611-4e7a-8862-c4ad5731c335,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Baru kali ini sangat mengecewakan, lagi draft tiba tiba menghubungkan ulang, terus mental dan stuck di loading awal bukan mobile legends. wifi lancar, buka yt, ig, ngebut, tolong perbaiki, game bagus masa ngebug gini, bintang 2 dulu min, udh normal bintang 5",2,70,1.9.51.10376,2025-03-06 22:14:30,,,1.9.51.10376
08a07def-07d0-49ab-949e-06f4fe3fe655,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game ini tuh suka ngelag padahal jaringannya bagus banget, sama klo draft pick suka keluar sendiri,matchmaking jg banyak orang yang gamau masuk sampe detik 5 4 3 2 1 lah,trus klo ad yg ngecheat bannya bentar banget,plislah moonton klo ad yg ketauan ngecheat langsung diban 100 tahun atau lebihlah nyebelin bangettt",1,7,1.9.48.10373,2025-03-16 04:56:25,,,1.9.48.10373
31cd5d68-272a-47d9-ab8a-5721476260dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"capek banget lah Moonton, selalu ketemu tim dark sistem, sedangkan tim lawan jago jago, subuh2 biasanya cuma main classic tapi masih aja ketemu dark sistem. apa apa harus pake diamond, beuh mana mahal bat lagi woilah. trs matchmaking pas rank ga seimbang bgt😭 cape tau ngerank naik turun mulu tapi lebih sering turunnya. kadang tertulis sinyal jelek padahal aslinya sinyalnya oke oke aja, itu maksudnya apa ya? 😊 trs download printilannya lama bgt oi pdhal memo msh banyak.",2,100,1.9.48.10373,2025-03-07 21:02:47,,,1.9.48.10373
